CustomerID,FirstName,LastName,Community,PhoneNumber
20f2cec0-4697-41be-92e3-290e5b37a6a9,Jane,Lee,Philippi,0293311663
198066ec-08ef-4dc0-82f1-02ed1d36a33d,Frank,Jones,Soweto,0401877969
cd55dff3-390f-4922-b946-b6b047698a79,David,Williams,Philippi,0592747801
42b25476-e610-4676-ac69-ccdefc309358,Frank,Lee,Soweto,0173368433
0070a6c2-32db-4ba9-b29c-bfab5bacfdbb,Hannah,Williams,Soweto,0181083877
0440f688-223d-48ca-aec7-42c5888824b5,John,Wilson,Khayelitsha,0875421461
e253486f-a470-450e-a715-a710563849e7,Bob,Miller,Khayelitsha,0216471994
c2567581-8995-4f9c-8cc7-dce3ecd12b8a,Eve,Wilson,Gugulethu,0453905387
c07055f3-c997-4422-9fab-e723754d4b7d,Grace,Taylor,Khayelitsha,+27642919695
8ad312e2-f431-4a25-adf1-9f4cdc27aa3d,Grace,Williams,Strand,+27196468869
49b6919e-29e8-453c-b532-91980b7cea62,Bob,Williams,Gugulethu,0189117995
fd80e5f5-7427-4a95-84b1-1f84f47cbc77,Charlie,Brown,Gugulethu,+27824186841
cfc91efd-a8f8-4d90-b2a0-0a3cf7edbb72,Alice,Wilson,Philippi,0817411871
db60dffd-bc7c-4805-929b-6cb144668f3b,Eve,Wilson,Philippi,0148977680
46d28937-e176-4d44-850b-0ca37d60108b,David,Davis,Philippi,0793830530
68fa7f3a-258f-4a05-9904-006fcdd28eaf,Alice,Jones,Gugulethu,+27740040937
03073327-af46-4b29-b7d9-b4747f4f1c56,Eve,Davis,Soweto,0968600521
b6858596-4ba8-44f4-b9a5-5597505ebbda,Alice,Taylor,Soweto,0690314021
bbbe8824-240a-4657-930d-61a16436f3dd,Charlie,Williams,Soweto,+27519369673
e0fa39c2-b6ac-4e91-9a6b-937b7b007a45,Eve,Davis,Strand,0832012934
aa93b194-f2ca-4547-b01e-37996e2a11b0,Frank,Brown,Khayelitsha,0253188491
0ef8ccaa-88a9-4b80-b0d1-33a5367db168,Bob,Moore,Strand,0545204706
e71d40ea-1108-49c8-8ab0-6b87054c4e46,Grace,Wilson,Philippi,0620658009
f225159c-6558-48ba-bf47-5b46f8e51e61,Bob,Miller,Soweto,0396318958
bbbc1df0-2a37-43d5-a2bf-5e5c77ea9a95,Frank,Williams,Philippi,+27165096070
d794d1c6-3ae3-4b44-9b64-18a6ef8720e4,Alice,Jones,Strand,0632242742
6440a558-cb42-4f68-8d98-bd8c22946569,Alice,Wilson,Strand,0661154263
a45c8d41-eff5-4093-ac44-7f7cb15a2ac0,Jane,Moore,Philippi,+27934833054
0cc7305b-ff8e-4db2-b05b-7422046cebac,David,Jones,Philippi,0123880519
4c70fbc0-e807-41e1-8a0e-61a09c0252df,John,Taylor,Soweto,0244093584
5b8ea397-773b-424e-8a03-38c8d70a294d,Bob,Davis,Philippi,+27296016752
dd825a2c-445b-40e7-9e1f-87f219bdaf6c,Alice,Brown,Philippi,0604504416
70839e76-dc4e-43b7-8cee-62ba23b571a8,Hannah,Lee,Philippi,+27696942168
0b46d98d-c953-4290-a215-5740596dca22,Eve,Wilson,Gugulethu,0451708809
efc8b03d-3a12-4889-8f69-896f8a50ba46,Hannah,Jones,Philippi,0571449642
3cbd7b0c-ad04-4cd0-90e5-1f00a49ad38e,Charlie,Davis,Strand,0983609960
0c1e8ac5-1cf2-455e-a301-c20a0bbca526,David,Jones,Philippi,0189497688
e904cf5c-a79b-4e00-9416-bc1b1afba06c,John,Moore,Philippi,0427898739
365bf8bf-cb30-4ad2-90bd-9536edecf960,Charlie,Lee,Philippi,0655410821
09a36dbc-9390-4079-a8e0-2f17c39e88c0,Frank,Williams,Philippi,+27516757049
452dd1fa-52fa-4420-a2fc-988fda694cbd,Charlie,Davis,Gugulethu,0968008283
b9a902b5-79e9-48e5-a5f3-ca663cf88216,John,Taylor,Khayelitsha,0895318789
6c5acbee-4663-47d3-b16f-d0f94bc6b558,Alice,Brown,Philippi,0198288967
482c7033-a2bf-465b-afdf-697946219e37,David,Miller,Gugulethu,0427476382
01a74f9a-e892-49ca-b7cc-25c161de26ef,Jane,Moore,Strand,0943009237
8983fff4-bb0d-48c3-95c4-e821c98b094d,Eve,Taylor,Khayelitsha,+27375112841
e34b3f46-c33b-4b9c-906c-5029c94d3529,John,Brown,Khayelitsha,0712569525
43d99545-d903-429d-9009-1b89c53ed75b,David,Moore,Strand,0318864313
4bc20e75-cef4-40d7-9246-361fb25eefff,Alice,Williams,Strand,0326457334
d5d116e1-d69c-4feb-b999-0269ab5e3569,Bob,Wilson,Khayelitsha,0239053190
96cb71d2-1eb2-4d1c-8d1f-a8124933ab65,David,Williams,Soweto,+27165494119
492aa31a-70ae-4303-a5db-3672c7b4867c,John,Williams,Gugulethu,+27776124607
ed77efe1-4839-4085-b7b5-9e7f61af0a60,Bob,Davis,Philippi,0557363860
dde69c4e-cd2b-4bb8-b239-9b93bec1aead,David,Brown,Khayelitsha,0108416673
e66799a4-65a3-47ac-b6d5-73b616864358,Frank,Wilson,Gugulethu,0106684577
67a40227-1e8b-427d-adfb-1eddbd24e5d4,Jane,Williams,Gugulethu,0202696974
177725b3-d23c-43cd-96b5-b11a20103edd,Charlie,Lee,Strand,0490120235
58377228-1b5d-40a2-8085-1e3894f8df71,Hannah,Taylor,Strand,+27710094005
1312e5de-3d3b-4fa6-b1ee-635322071129,Eve,Taylor,Khayelitsha,+27633572781
1e496a98-19b8-487f-9afe-3b8c1e2eb923,Alice,Jones,Philippi,0200027522
9b82e57a-827f-4007-90f5-630b29862f6f,Jane,Wilson,Gugulethu,+27787647741
07cb02c4-2173-42f3-90a1-f8189c3ef145,David,Davis,Philippi,0536077381
cd1a1962-1344-4d68-bd13-72391c05e87f,Jane,Taylor,Strand,+27878762787
98cc8606-d008-4f28-8952-8df819851c40,Bob,Davis,Khayelitsha,0947209286
ea6cc078-6be8-4477-85ef-ed4c827c94a6,Hannah,Williams,Khayelitsha,+27401107680
fdb90cb8-a194-43d3-9997-31c33f610010,Hannah,Smith,Gugulethu,+27129402122
5fb0a3b5-3605-42e4-9de1-91724468e27a,John,Taylor,Khayelitsha,0391919299
32ae0552-0e4f-4028-9256-abb924d904c0,Grace,Williams,Philippi,+27583348952
363d649e-090a-4e51-9037-613f9d261cb5,Frank,Taylor,Philippi,0598516570
80b46f24-da9a-4d39-9b7e-e1829b3d889b,Jane,Davis,Soweto,+27551597890
e04977f8-3b5a-4bb8-b362-716b772beb25,John,Taylor,Soweto,+27991546791
519eb14b-46c0-460e-832b-c648f50049d9,Hannah,Lee,Khayelitsha,+27439929202
df2c27af-7590-478c-928c-61fbcfb47ff2,Frank,Brown,Strand,+27778708397
13f9973a-43bc-41b6-b081-cd81b528a049,David,Jones,Gugulethu,+27552927694
ec59dc8c-d188-4563-94cc-5c5162b2b7a4,Jane,Miller,Strand,+27701998735
20e7fb1c-445d-4d53-a50a-1dad6313d78e,Hannah,Taylor,Gugulethu,0394017289
c18a6b98-694b-4a96-88b4-57116398de57,Grace,Taylor,Strand,0632532471
6c583e1c-7834-4bc3-887e-75877e8ff5d5,Charlie,Taylor,Strand,0367585709
78846be3-9b12-431b-91f7-d6d4072cc428,Jane,Jones,Philippi,+27757945541
975c0cba-94ee-4849-a425-c38e86e356ae,Charlie,Williams,Philippi,+27232148909
c5cba57b-fc35-47c7-bc19-c047ab166632,Charlie,Brown,Gugulethu,0894879915
0dd6de91-ad98-46a0-b3ec-85e27dcf8315,Grace,Wilson,Khayelitsha,0467981927
4d9accfc-9408-4c55-ae96-0711a737eee4,John,Miller,Strand,0150192388
176e7742-4edd-4a62-b684-03c2eb312937,Grace,Williams,Khayelitsha,0177041399
3f05ea92-00b8-49ab-bf90-8e8a32d8137b,Charlie,Miller,Gugulethu,0413615876
81d64430-e7e9-4638-b63b-1c5d36c3f92c,Eve,Moore,Strand,0739341502
acfc425c-deba-4795-995e-13c5ca0d2a68,Hannah,Miller,Soweto,0412988798
ddc8f1e0-8640-43bf-aa14-95bcd391eaba,Charlie,Jones,Philippi,0226517868
541fcee5-47cb-4629-a161-bc1b3980a77e,Jane,Davis,Khayelitsha,+27341977336
9d563bfe-51d0-47a6-94a5-f1bc807f37d8,Hannah,Brown,Khayelitsha,0812635340
db7df877-3371-438e-a993-40d72656e455,Alice,Jones,Gugulethu,0150955693
eac85264-d0a2-4f3e-b086-6d9b2956fecd,Grace,Lee,Strand,+27106247287
185dfc59-ee46-4abb-8763-cc3c030094bd,Frank,Wilson,Philippi,0317654494
9ce9605b-a4ec-4aa7-9bb6-dbcab6c41a80,Bob,Taylor,Strand,+27367988210
7deb3654-9a8a-4878-9bb8-e7b8c1f00502,Frank,Lee,Soweto,0379233328
981bc9e4-7752-40da-a8a7-1e8c5cb8dfbf,John,Moore,Khayelitsha,+27332121474
7c4775d0-ba2d-4dcc-a9fd-7af25eadaebd,Frank,Brown,Soweto,0914668804
b6c13b87-9913-4900-9500-dea45aa2ed88,John,Brown,Khayelitsha,0260894448
6d5b7b70-129b-4070-bf0e-04a2767b4aeb,David,Davis,Soweto,+27909763279
6c59cb4b-2725-4eb1-87b9-b80635bc92c0,David,Lee,Strand,0674985251
f71be59d-ccea-48ae-a2ab-4f1f876e61d2,Eve,Moore,Strand,+27154906753
fd12f99a-4058-40fd-a456-d7eef1bc3ab6,Hannah,Smith,Strand,0653372464
99b2dfeb-9abc-438a-bcb7-6dc0be634904,Hannah,Williams,Gugulethu,+27720935588
96be7370-dad6-45fc-9985-f0c5bf0dc3a9,Jane,Wilson,Soweto,+27408937468
8690f7ff-2391-4100-9d94-044ed6ea25f6,Charlie,Lee,Khayelitsha,0193683215
ce91caf2-582c-481d-afde-bcba6f253a81,Bob,Jones,Khayelitsha,+27308720925
a8db066a-aeb4-4553-90fc-9fbccad2db0b,Bob,Jones,Strand,0578741375
f6acabad-414a-43e4-8b7a-81fbb541408d,John,Miller,Strand,0610686306
de0a9ace-075d-4a90-9501-bc01d0085c27,Frank,Jones,Strand,0138587735
65c41a41-61e9-4c2e-bf80-73f32f6611d0,Jane,Wilson,Soweto,0823732833
80cbe154-139f-45f3-b13e-98afd779a503,Charlie,Smith,Strand,+27981062838
6eca86ad-181f-4c0d-9460-85fff5ba9801,Jane,Miller,Khayelitsha,0284952823
7a676c0f-ea9a-44ab-9a27-e71a1a2b7761,Grace,Miller,Soweto,0700822452
3898187f-3686-4981-8848-45a2299e7256,Grace,Williams,Gugulethu,+27840550996
d759431e-c91e-4198-a858-441614e174c4,John,Davis,Soweto,+27370870037
1f5fadd9-9f49-4586-9421-d8c3173eb7bb,Alice,Lee,Gugulethu,+27896345253
a1eb7843-eaa9-43e5-b45e-f40a212900c0,Alice,Smith,Philippi,0812777531
2d93b431-dfd5-4d26-b379-b3fc731bd0a5,Frank,Brown,Strand,0721653553
8fd245c5-9258-4656-ac2f-125c1c2d01b0,Frank,Moore,Strand,0267213989
5ae5e4a7-9f60-442c-8561-0d5794b1fc04,Jane,Brown,Philippi,0324209421
7e92dcf6-6389-44f6-86dd-5aa2a5fb60a3,Hannah,Miller,Soweto,0312172997
f1bbdf2b-86b1-4d1f-8dab-2efe9a330baa,Alice,Moore,Soweto,0357455546
95336ff1-5343-4067-b40f-9357503b706b,Bob,Jones,Gugulethu,0799729876
18757c3f-e858-493f-90ea-1292b55d777e,Eve,Smith,Strand,+27549455262
b6206643-3f0a-475e-9e43-0a52d8f0ac07,Grace,Taylor,Philippi,0599882628
bc736ba5-6379-45dc-8b8e-ef784f6e3090,Grace,Brown,Khayelitsha,+27485110191
b72f7db5-22b1-4cca-9829-3bb94ed8f3ab,Grace,Taylor,Strand,0833103077
ef3732e7-6f62-4732-a433-143fb95fbb3b,David,Jones,Khayelitsha,0341488176
d5253abc-abc2-4867-b79d-f33e48ed3228,Bob,Smith,Strand,0719466456
440d1b42-17ea-4bb9-b6d1-399f8ed0908d,Jane,Moore,Strand,+27637171990
4d4b17ed-9a0f-4da5-93fc-7aa351773f0d,Eve,Miller,Khayelitsha,0958716309
d4cfdcb2-f7f0-496e-942b-41b77f581213,Jane,Smith,Gugulethu,0397817159
6a1eaabf-39f0-4db1-aa27-3114577a13f8,Eve,Davis,Philippi,0758083302
e8cc4776-163f-407b-ba42-0261b269d5f4,Charlie,Taylor,Philippi,+27272930848
82a06d24-9dc6-4239-af7b-1d1f390a4ca0,Alice,Moore,Khayelitsha,+27605619650
68451090-3f55-4255-a4b1-e5060bf2924d,David,Moore,Soweto,0964330480
6c7ff156-14e0-42ee-9ae5-2379814ac2ff,Jane,Brown,Khayelitsha,0438598570
990d62f0-6254-4995-9298-6c64c0cfeffb,Frank,Williams,Soweto,+27324739750
fd702fae-0da8-4690-b1ac-42d42dc149e5,Jane,Smith,Philippi,0548318928
5d2d4e31-9990-4162-a6f9-cf69803ede2b,Hannah,Williams,Philippi,0952819593
5c70791c-9006-45e5-b9bb-824360cedf2f,David,Wilson,Khayelitsha,+27935587260
9c182079-fb30-425a-9b32-adedc4652555,John,Brown,Philippi,0652066047
bcc8c7e3-f3dd-4bc4-be54-5407dead3799,Grace,Jones,Philippi,+27857454251
006f3c4d-ed89-40f8-beda-cc866de77c80,Alice,Jones,Philippi,0147286764
b15e4ba3-cefe-4385-9321-cb1e462739fc,John,Taylor,Soweto,+27614389772
dd53dd04-1c7c-46e0-ba4d-59124b7ab22b,Hannah,Jones,Khayelitsha,+27943977696
e5befb6f-8356-47e7-9d7f-a0900549851a,Charlie,Smith,Philippi,0498702841
3370dcfb-cc16-42c1-9d58-53e41ed133dc,John,Brown,Soweto,+27983664677
dbd454f9-1d86-4af9-b5bc-1e4eaf8394dd,Eve,Lee,Soweto,0955772771
eab57180-6881-4a6f-8896-80dd60a445f7,Frank,Taylor,Philippi,+27378983066
27fc6681-2e32-4ae1-817f-cc80d850287a,John,Smith,Strand,0161544426
260b01c5-1546-4641-88eb-93c460a5189e,Eve,Miller,Strand,+27956657530
89baef94-3226-4998-90f1-33e10d806575,Frank,Davis,Gugulethu,0682188893
0666ffa2-ba60-4230-9d2e-6a94f77062f4,Grace,Williams,Strand,0809914356
05370caa-50ba-4dc5-abb0-45eb72158524,Grace,Williams,Strand,0972993459
4a930be7-0607-4875-a250-0bf3372e24fd,Bob,Miller,Soweto,0567434360
8996b3f2-d652-4c87-82f0-cfaeeb19b79b,Alice,Davis,Khayelitsha,0290186754
d6ab4135-d38c-4eb2-9eb5-153954e33581,John,Taylor,Khayelitsha,0838420895
587739aa-0d4c-4681-a3e0-295967bb0c9e,Frank,Davis,Strand,0365416190
babad8cf-d290-4ad9-a511-d79cf0424852,Eve,Brown,Strand,+27318845046
a9968901-5358-45c1-9a26-d85f264a7534,Grace,Brown,Gugulethu,0642006974
ad12c959-090a-4eeb-a450-3fb45674190f,Bob,Wilson,Soweto,0371982245
1e0bbb30-170b-4e91-a896-8552d7630acd,Jane,Brown,Khayelitsha,0503192534
7d00a98e-0c4c-4fcf-83b1-470ddc9c0085,Charlie,Brown,Strand,+27759106142
1093d738-3cca-408d-85c7-f25509350645,Bob,Miller,Strand,+27258458709
bfed5249-0c41-4d5e-b5e7-7447baca8607,David,Lee,Strand,0188493124
54112ddf-4b94-4fec-83d1-8ff426c4d74f,Charlie,Miller,Philippi,0838548224
f804d380-8190-43d5-970f-2cf31e2a856b,Frank,Miller,Khayelitsha,0558168938
52d548ca-9c0c-41ce-a530-fcbdccc6ca3e,David,Lee,Khayelitsha,+27459890711
b26e6824-167e-47bf-b1ce-123eab0789b3,Frank,Lee,Philippi,0240393207
9eaddec3-dadc-4a1a-8987-cc1e03c2c7d8,Eve,Brown,Gugulethu,0535721922
c87ef649-ab57-4c9d-9650-0f510cab915c,Grace,Davis,Philippi,0849416381
202558dd-aa30-4a3a-801a-f786bcad19c9,David,Davis,Soweto,0385326863
4a34f930-22c3-496c-ad47-27116f06602f,Eve,Brown,Khayelitsha,+27607532491
4504a52c-ca9d-45cc-a654-274f6d382c59,Hannah,Moore,Gugulethu,+27637729455
9575af44-b74e-48ce-a536-3e53fe606b2e,Grace,Wilson,Strand,0291840141
215e21ce-c5ec-4b81-90cf-5df410662891,Eve,Wilson,Soweto,0916853655
b40aed71-02a6-4e78-b237-2ac5afad4962,Grace,Smith,Philippi,0529538063
12f293cf-a6c6-45ef-9cfc-91e040e8c4a0,Charlie,Smith,Philippi,+27243599255
55c1f579-6b01-4ce6-be4e-b349c2c90034,Frank,Jones,Gugulethu,0461145610
6da0188b-5b5c-4fdb-9af5-90c86b797916,Jane,Williams,Khayelitsha,0732010570
dabb6a95-5588-471a-add2-7bcef63e0811,Bob,Moore,Khayelitsha,0113443270
ddd75de3-1acf-4e1a-947e-cdf3decad67f,Charlie,Lee,Philippi,+27496430725
6ad0393c-4279-478a-8464-7d5a13f4ae29,David,Miller,Strand,0228297509
6b62d59e-4387-482f-957a-475c76da6e7c,Eve,Lee,Strand,0619306639
db59291b-9261-45e4-9bd4-3036553a0174,Grace,Taylor,Khayelitsha,+27424269769
36f3eb69-fc62-4e74-88a8-f131481d1762,Bob,Davis,Soweto,0506816804
567f747d-2f06-4a6e-826b-aa5197c067ff,Charlie,Moore,Soweto,0505407995
5359b373-de87-40ff-a627-ffb1c9de221b,Eve,Smith,Soweto,0468673685
df8ce296-170f-4f99-b8a5-fb523ce9321e,Grace,Davis,Gugulethu,0277775316
f9775227-2ef3-45d3-9e4b-b18b81d1fc34,David,Davis,Strand,0908307957
af9e2790-0990-4c4a-88d9-3692a3ce48fc,Alice,Wilson,Soweto,+27650580566
17cd72ae-5ef7-446b-bcb2-d3978de76549,Frank,Wilson,Strand,+27892702875
de8a53f6-952d-4a5c-a801-bb6311609b72,David,Wilson,Gugulethu,0825843219
23655fc9-b14f-4ec0-a83e-42446e8a5427,David,Miller,Philippi,0644470381
4dc1cff2-a7f3-4e7a-83d2-d71a5b18d880,Frank,Jones,Gugulethu,0207704583
5b710204-a7cd-4336-9ab9-0baec9ab756b,Alice,Brown,Strand,+27282974863
64cb9a19-ad04-443b-b662-5e9c5352b5b9,Grace,Williams,Khayelitsha,+27689690684
e5222eaa-0bea-44b2-94b9-cbdb69507589,Bob,Davis,Soweto,0656695460
f7738eb6-8da6-4a05-8eb4-dd1221562425,David,Davis,Gugulethu,+27991814781
bb0328c7-0893-4fb7-a9b4-296a8973dad9,Bob,Taylor,Philippi,0434627064
8026ec5a-c4e6-468a-90c6-0f21b31d231d,John,Brown,Gugulethu,+27639236634
d8997347-bdb3-4781-b6c5-9a26f8dceb06,David,Brown,Philippi,0113062105
a041586a-a8dc-4118-8bc7-3b7d8e1a6178,John,Davis,Gugulethu,0516642318
f6a67ce7-ac44-4bc1-8696-4fd5e97e1c8e,John,Miller,Strand,0345582407
472cc839-97cc-4f58-bd31-0d96b908be01,Frank,Davis,Soweto,+27286425409
dd917740-5dd5-4f93-b710-6c07c9b1dfaf,David,Brown,Gugulethu,0849423422
80091952-79cb-4733-8f30-340b4cc87c54,John,Jones,Philippi,0614903531
c92d34a6-834e-4363-9ff7-be7973a6873c,Frank,Taylor,Philippi,+27309508535
eebb0051-3be0-41c3-b3c6-84b20a517fab,Jane,Jones,Philippi,0789482318
df1c98e1-c013-4f54-a074-6c33d2432c53,Eve,Davis,Khayelitsha,0602554742
a8e38957-4500-4e01-a429-2ef3ea344f12,Grace,Williams,Soweto,0169170195
39965010-9fde-4e3d-9378-a2aefadd7d51,John,Williams,Strand,+27682672558
b4b1a25e-ef0a-4a2e-9058-1bd4456a56df,Bob,Brown,Soweto,0976816887
3d4b4e42-58ad-4c7b-8a89-76e6eadc30e2,Frank,Taylor,Soweto,0272448525
79a8a6be-3941-454a-bf64-66fea05a4c2e,Grace,Brown,Soweto,0552678785
bd4b088f-1646-4511-aa74-3d7d54d9bb3e,Charlie,Wilson,Soweto,+27893139800
89bc18b9-0859-4489-979a-4acc64ef1852,Alice,Davis,Gugulethu,0366238502
ca084127-4a85-4b7a-8f41-5470535b0f11,David,Wilson,Philippi,0263932198
